User-added Candidate,LINCS Analog,LINCS Analog Name,Cell Line,Concordance,Similarity
ZINC36638203,LSM-1079,TORIN1,HEPG2,0.344,0.895
ZINC36637713,LSM-1079,TORIN1,HEPG2,0.344,0.895
ZINC65946400,LSM-4213,MLS000715887,PC3,0.325,0.895
ZINC13810881,LSM-2978,ML228,NPC,0.318,0.895
ZINC32116533,LSM-3293,RO 90-7501,MCF7,0.298,0.895
ZINC36741007,LSM-1207,CHIR-265,HA1E,0.292,0.895
ZINC36741006,LSM-1207,CHIR-265,HA1E,0.292,0.895
ZINC12009443,LSM-43087,ST072947,NPC,0.284,0.895
ZINC12009150,LSM-43087,ST072947,NPC,0.284,0.895
ZINC04575695,LSM-5903,Candesartan,HT29,0.274,0.895
ZINC57637886,LSM-4732,ST074627,VCAP,0.259,0.895
ZINC23693181,LSM-45387,,MCF7,0.258,0.895
ZINC19911906,LSM-45387,,MCF7,0.258,0.895
ZINC22744493,LSM-4706,F1566-0341,NEU,0.257,0.895
ZINC03131458,LSM-45706,LY2801653,A375,0.255,0.895
ZINC20796577,LSM-2263,MLS002699918,PC3,0.241,0.895
ZINC52927979,LSM-2994,SR-02000000367,MCF7,0.241,0.895
ZINC06753266,LSM-2332,MLS003568132,A549,0.23,0.895
ZINC06753266,LSM-2332,MLS003568132,A549,0.23,0.895
ZINC55081630,LSM-3534,Dicyclomine,HCC515,0.221,0.895
ZINC05605185,LSM-4106,1-(3-Chlorophenyl)-4-hexylpiperazine,MCF7,0.208,0.895
ZINC31848327,LSM-6453,CHEMDIV1_016684,PC3,0.198,0.895
ZINC35907990,LSM-39726,BRD-K44465671,A375,0.181,0.895
ZINC13146527,LSM-37884,BRD-K11932360,A549,0.167,0.895
ZINC11855639,LSM-4255,Dactolisib,MCF7,0.347,0.894
ZINC12009303,LSM-4255,Dactolisib,MCF7,0.347,0.894
ZINC33051525,LSM-4255,Dactolisib,MCF7,0.347,0.894
ZINC38687643,LSM-1066,MLN-8054,HUVEC,0.319,0.894
ZINC14794019,LSM-2987,MLS002454457,MCF7,0.277,0.894
ZINC10698964,LSM-2987,MLS002454457,MCF7,0.277,0.894
ZINC08724007,LSM-4548,AC1LP9YB,VCAP,0.27,0.894
ZINC15984338,LSM-4706,F1566-0341,NEU,0.257,0.894
ZINC38684872,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.894
CHEMBL22978,LSM-4189,SKF 86002,VCAP,0.25,0.894
ZINC58872002,LSM-45476,,PC3,0.236,0.894
ZINC14543205,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC23192018,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC23192015,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC23353924,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC23251373,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC14750701,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC39352738,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC14535386,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC45933895,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.894
ZINC39487614,LSM-36613,STK177393,HUH7,0.179,0.894
ZINC35982466,LSM-3826,TCS-359,A549,0.171,0.894
ZINC08700768,LSM-1576,MLS000572607,HEPG2,0.319,0.893
ZINC15134332,LSM-4858,SMR000115252,HT29,0.302,0.893
CHEMBL179572,LSM-42796,Pelitinib,MCF10A,0.29,0.893
CHEMBL179572,LSM-42796,Pelitinib,MCF10A,0.29,0.893
CHEMBL180175,LSM-42796,Pelitinib,MCF10A,0.29,0.893
CHEMBL180175,LSM-42796,Pelitinib,MCF10A,0.29,0.893
ZINC28048722,LSM-3515,CHEMBL1456973,HT29,0.283,0.893
ZINC00507289,LSM-1954,Hexylcaine,HA1E,0.28,0.893
ZINC01454968,LSM-2987,MLS002454457,MCF7,0.277,0.893
ZINC07088166,LSM-2987,MLS002454457,MCF7,0.277,0.893
ZINC50846805,LSM-5303,XAV 939,SW620,0.273,0.893
ZINC45074171,LSM-37227,Tributyltin Chloride,HA1E,0.269,0.893
ZINC09934501,LSM-1164,CHEMBL3182395,ASC,0.259,0.893
ZINC10549847,LSM-4522,STK139544,ASC,0.257,0.893
ZINC24729365,LSM-3219,Ntzdpa,A549,0.244,0.893
ZINC56051203,LSM-3627,Staurosporine Aglycon,NPC,0.238,0.893
ZINC39873228,LSM-42970,MLS001060805,A375,0.215,0.893
ZINC03205310,LSM-4909,MAYBRIDGE4_001867,HEPG2,0.213,0.893
ZINC54621105,LSM-4317,CHEMBL599255,ASC,0.205,0.893
ZINC59168437,LSM-45676,,HT29,0.2,0.893
ZINC02645160,LSM-37059,Chrysamine-G,NEU,0.181,0.893
ZINC39237509,LSM-2299,Fast Scarlet,A549,0.314,0.892
ZINC02886855,LSM-2299,Fast Scarlet,A549,0.314,0.892
ZINC28822588,LSM-1062,GSK-1070916,MCF7,0.304,0.892
ZINC03066478,LSM-3513,ZM323881,HCC515,0.287,0.892
CHEMBL509914,LSM-2139,MLS002276485,HT29,0.267,0.892
CHEMBL434828,LSM-2139,MLS002276485,HT29,0.267,0.892
ZINC39411747,LSM-42851,CHEMBL323994,VCAP,0.266,0.892
ZINC39458439,LSM-2834,MRS 1220,HT29,0.264,0.892
ZINC09871693,LSM-1174,SAR245409,ASC.C,0.264,0.892
ZINC09547679,LSM-1174,SAR245409,ASC.C,0.264,0.892
ZINC12959234,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.892
ZINC14961604,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.892
ZINC59170581,LSM-3219,Ntzdpa,A549,0.244,0.892
ZINC37376403,LSM-4657,Phenoxazine,TYKNU,0.241,0.892
ZINC66200625,LSM-15379,SR-2640,MCF7,0.238,0.892
ZINC43040232,LSM-2422,2-[(2-Bromobenzyl)oxy]benzoic acid,A549,0.229,0.892
ZINC33051504,LSM-5381,Neurodazine,MCF7,0.201,0.892
ZINC37299736,LSM-11701,BRD-K53867540,VCAP,0.2,0.892
ZINC04635020,LSM-37179,MLS000106055,PC3,0.193,0.892
ZINC06614683,LSM-9430,BRD-K16533918,A549,0.174,0.892
ZINC10908286,LSM-2415,MLS000581978,A549,0.393,0.891
ZINC32929420,LSM-3955,LY456236,NPC,0.316,0.891
ZINC36612728,LSM-4719,ST019365,HA1E,0.303,0.891
ZINC07165074,LSM-2158,"3-{3-[(1,3-Benzothiazol-2-ylsulfanyl)methyl]-4-hydroxy-5-methoxyphenyl}-2-cyanoprop-2-enamide",PC3,0.29,0.891
ZINC33934500,LSM-6563,MLS000948280,PC3,0.286,0.891
ZINC03875231,LSM-45768,"ICI 182,780",MCF7,0.263,0.891
ZINC03875233,LSM-45768,"ICI 182,780",MCF7,0.263,0.891
ZINC40985144,LSM-2403,MLS000095184,HT29,0.23,0.891
ZINC02036997,LSM-12376,BRD-K64622657,MCF7,0.224,0.891
ZINC35760667,LSM-1443,MR-16728,HT29,0.223,0.891
CHEMBL589588,LSM-4512,AN-329/41044431,SKB,0.216,0.891
ZINC22689691,LSM-3937,BRD-K86727142-001-06-6,SKB,0.204,0.891
ZINC20899197,LSM-5381,Neurodazine,MCF7,0.201,0.891
ZINC21730915,LSM-3245,VU0405166-2,VCAP,0.186,0.891
ZINC15069201,LSM-11453,BRD-K49781215,VCAP,0.173,0.891
ZINC27662939,LSM-3826,TCS-359,A549,0.171,0.891
ZINC55491418,LSM-3826,TCS-359,A549,0.171,0.891
ZINC09232234,LSM-1099,Nilotinib,A549,0.297,0.89
ZINC16606337,LSM-1124,MGCD-265,HUVEC,0.283,0.89
ZINC01035662,LSM-2834,MRS 1220,HT29,0.264,0.89
CHEMBL63786,LSM-4024,MY 5445,MCF7,0.251,0.89
ZINC58852961,LSM-15379,SR-2640,MCF7,0.238,0.89
ZINC33087952,LSM-2332,MLS003568132,A549,0.23,0.89
ZINC10316872,LSM-2951,T5285107,A549,0.216,0.89
ZINC08872076,LSM-4923,BIX-01338,MCF7,0.169,0.89
ZINC08872076,LSM-4923,BIX-01338,MCF7,0.169,0.89
ZINC06134770,LSM-4923,BIX-01338,MCF7,0.169,0.89
ZINC39997846,LSM-3480,AC1N3FUV,A549,0.365,0.889
ZINC08644449,LSM-2885,12K-612S,A549,0.335,0.889
ZINC12912690,LSM-43196,AGK 2,SW948,0.331,0.889
ZINC39336656,LSM-2784,4-(4-Bromophenyl)-2-(methylsulfonyl)thiazole,VCAP,0.324,0.889
ZINC19772418,LSM-1897,Isradipine,A549,0.317,0.889
ZINC19772420,LSM-1897,Isradipine,A549,0.317,0.889
ZINC39007417,LSM-3385,DY131,ASC,0.302,0.889
ZINC39530059,LSM-3005,SCH-23390,HT29,0.298,0.889
ZINC59152028,LSM-4003,L 655240,HCC515,0.296,0.889
ZINC12360329,LSM-1209,GW620972X,ASC,0.293,0.889
ZINC12360329,LSM-1209,GW620972X,ASC,0.293,0.889
ZINC16290617,LSM-45551,RS-127445,HA1E,0.291,0.889
ZINC21659003,LSM-4574,ST50073310,ASC,0.278,0.889
ZINC20133411,LSM-4893,Parbendazole,SKMEL1,0.274,0.889
ZINC38965277,LSM-5998,Pilaralisib,YAPC,0.27,0.889
ZINC55196405,LSM-45979,Sertraline HCl,HA1E,0.269,0.889
ZINC44353564,LSM-5144,Clenbuterol,HELA,0.259,0.889
ZINC66141132,LSM-5144,Clenbuterol,HELA,0.259,0.889
ZINC67438673,LSM-6533,4-Methoxy-2-(4-methoxyphenyl)quinazoline,HCC515,0.258,0.889
ZINC20190312,LSM-2003,Dibenzoylmethane,A549,0.258,0.889
ZINC33022357,LSM-4864,MLS-0435557.0001,ASC,0.252,0.889
CHEMBL460746,LSM-4675,ZINC01207723,ASC,0.251,0.889
ZINC09034310,LSM-4172,GW7647,HA1E,0.246,0.889
ZINC00851387,LSM-1194,TIE2 Kinase Inhibitor,NEU,0.244,0.889
ZINC02546418,LSM-3219,Ntzdpa,A549,0.244,0.889
ZINC00754880,LSM-43139,MLS000709026,SKMEL1,0.242,0.889
ZINC59386865,LSM-45792,Perampanel,A375,0.239,0.889
ZINC61122552,LSM-3928,AC1LDJYQ,PC3,0.238,0.889
ZINC55104531,LSM-2332,MLS003568132,A549,0.23,0.889
ZINC39889772,LSM-2332,MLS003568132,A549,0.23,0.889
ZINC05731684,LSM-2736,AC1M30QK,HCC515,0.226,0.889
ZINC05731684,LSM-2736,AC1M30QK,HCC515,0.226,0.889
ZINC05731684,LSM-2736,AC1M30QK,HCC515,0.226,0.889
ZINC05821192,LSM-3534,Dicyclomine,HCC515,0.221,0.889
ZINC00718573,LSM-42970,MLS001060805,A375,0.215,0.889
ZINC38688883,LSM-4780,BAS 08196786,NPC,0.193,0.889
ZINC03768208,LSM-45542,,A375,0.185,0.889
ZINC20618461,LSM-36851,"1-Methyl-1,2,3,4-tetrahydroisoquinoline",FIBRNPC,0.184,0.889
ZINC17751881,LSM-43052,MLS003370625,MCF7,0.177,0.889
ZINC00309745,LSM-36860,CCT036477,NPC,0.176,0.889
ZINC09926746,LSM-36860,CCT036477,NPC,0.176,0.889
ZINC17099814,LSM-3826,TCS-359,A549,0.171,0.889
ZINC02241486,LSM-45952,"Dihydroorotate Dehydrogenase Inhibitor, Brequinar",MCF7,0.168,0.889
ZINC49192379,LSM-4250,Hexylresorcinol,A549,0.166,0.889
ZINC63245197,LSM-1081,PDK1 Inhibitor,PC3,0.313,0.888
ZINC16755321,LSM-2218,MLS-0257792.0001,A375,0.308,0.888
ZINC08413599,LSM-45291,Conivaptan HCl,YAPC,0.242,0.888
ZINC12485671,LSM-43112,AC1NSOND,A549,0.392,0.887
CHEMBL213874,LSM-45462,AZD8931 (Sapitinib),YAPC,0.304,0.887
ZINC38677684,LSM-1060,TAK-715,SKB,0.295,0.887
ZINC17886468,LSM-42803,KW-2449,MCF7,0.29,0.887
ZINC17886468,LSM-42803,KW-2449,MCF7,0.29,0.887
ZINC39689141,LSM-4052,Benzonatate,A375,0.287,0.887
ZINC04819625,LSM-4899,ST014147,VCAP,0.285,0.887
ZINC04731471,LSM-5232,ST50982848,MCF7,0.269,0.887
CHEMBL310853,LSM-45387,,MCF7,0.258,0.887
CHEMBL310853,LSM-45387,,MCF7,0.258,0.887
ZINC36945999,LSM-4621,"6,2'-Dimethoxyflavone",ASC,0.244,0.887
ZINC05143488,LSM-2263,MLS002699918,PC3,0.241,0.887
ZINC33814346,LSM-2263,MLS002699918,PC3,0.241,0.887
ZINC17148927,LSM-15379,SR-2640,MCF7,0.238,0.887
ZINC17148925,LSM-15379,SR-2640,MCF7,0.238,0.887
ZINC34787354,LSM-3958,SMR000046567,VCAP,0.215,0.887
ZINC08818222,LSM-4904,ZINC01041848,MCF7,0.21,0.887
ZINC13418865,LSM-4317,CHEMBL599255,ASC,0.205,0.887
ZINC45340108,LSM-6067,CHEMDIV3_005068,MCF7,0.203,0.887
ZINC53751310,LSM-1745,Aminopentamide Sulfate,VCAP,0.399,0.886
CHEMBL175933,LSM-42778,Neratinib,YAPC,0.323,0.886
CHEMBL175933,LSM-42778,Neratinib,YAPC,0.323,0.886
ZINC63428501,LSM-1081,PDK1 Inhibitor,PC3,0.313,0.886
ZINC60347895,LSM-1080,TORIN-2,VCAP,0.311,0.886
ZINC44747161,LSM-1587,MLS001060837,VCAP,0.297,0.886
ZINC04430517,LSM-4084,Riboflavin,A549,0.286,0.886
ZINC39448999,LSM-43087,ST072947,NPC,0.284,0.886
ZINC39449000,LSM-43087,ST072947,NPC,0.284,0.886
ZINC12656799,LSM-5400,Androstenol,FIBRNPC,0.28,0.886
ZINC43861835,LSM-5400,Androstenol,FIBRNPC,0.28,0.886
ZINC04712973,LSM-5400,Androstenol,FIBRNPC,0.28,0.886
ZINC19800680,LSM-1591,AC1MS7KY,HA1E,0.277,0.886
ZINC15015772,LSM-3897,MLS002699921,MCF7,0.274,0.886
ZINC12715283,LSM-3750,Gangleoidin Acetate,VCAP,0.272,0.886
ZINC38980309,LSM-5998,Pilaralisib,YAPC,0.27,0.886
ZINC19869051,LSM-36935,SCHEMBL3664910,NPC,0.269,0.886
ZINC40581991,LSM-4989,Closantel,MCF7,0.268,0.886
ZINC16292698,LSM-45864,BMS-794833,YAPC,0.266,0.886
ZINC16292698,LSM-45864,BMS-794833,YAPC,0.266,0.886
ZINC02659688,LSM-5965,Felbinac,MCF7,0.265,0.886
ZINC61555586,LSM-3757,NCGC00012961,PC3,0.263,0.886
ZINC39635886,LSM-45620,Dihydrosphingosine,HELA,0.263,0.886
ZINC66893476,LSM-45620,Dihydrosphingosine,HELA,0.263,0.886
ZINC39635883,LSM-45620,Dihydrosphingosine,HELA,0.263,0.886
ZINC49421588,LSM-5309,Daph,VCAP,0.255,0.886
ZINC01068184,LSM-3498,SB-431542,PC3,0.245,0.886
ZINC05359528,LSM-3498,SB-431542,PC3,0.245,0.886
ZINC04172535,LSM-1985,"2-Phenyl-n-[4-(1,3-thiazol-2-ylsulfamoyl)phenyl]quinoline-4-carboxamide",VCAP,0.24,0.886
ZINC22713557,LSM-2332,MLS003568132,A549,0.23,0.886
ZINC02323494,LSM-2332,MLS003568132,A549,0.23,0.886
ZINC12317550,LSM-2332,MLS003568132,A549,0.23,0.886
ZINC28832005,LSM-2332,MLS003568132,A549,0.23,0.886
ZINC20028438,LSM-2332,MLS003568132,A549,0.23,0.886
ZINC05484670,LSM-2332,MLS003568132,A549,0.23,0.886
ZINC37536200,LSM-45392,Epitiostanol,HELA,0.219,0.886
ZINC20576435,LSM-42935,Oleoylethanolamide,HEPG2,0.202,0.886
ZINC08870731,LSM-6453,CHEMDIV1_016684,PC3,0.198,0.886
ZINC02744983,LSM-45303,"R,S-equol",MCF7,0.196,0.886
ZINC08856198,LSM-6259,(S)-Tipifarnib,T3M10,0.193,0.886
ZINC08645123,LSM-3245,VU0405166-2,VCAP,0.186,0.886
ZINC13976215,LSM-3245,VU0405166-2,VCAP,0.186,0.886
ZINC14552909,LSM-4520,"N-(4-Bromophenyl)-2-{[5-(2-chlorophenyl)-4-phenyl-4H-1,2,4-triazol-3-yl]sulfanyl}acetamide",VCAP,0.178,0.886
ZINC09334008,LSM-45952,"Dihydroorotate Dehydrogenase Inhibitor, Brequinar",MCF7,0.168,0.886
ZINC52627912,LSM-2415,MLS000581978,A549,0.393,0.885
ZINC04920452,LSM-1012,GSK429286A,A549,0.326,0.885
ZINC39665751,LSM-2586,Pipamperone,HCC515,0.325,0.885
ZINC39596204,LSM-2586,Pipamperone,HCC515,0.325,0.885
CHEMBL475767,LSM-1066,MLN-8054,HUVEC,0.319,0.885
CHEMBL473437,LSM-1066,MLN-8054,HUVEC,0.319,0.885
ZINC32974129,LSM-4858,SMR000115252,HT29,0.302,0.885
ZINC38684207,LSM-3293,RO 90-7501,MCF7,0.298,0.885
ZINC38679170,LSM-3293,RO 90-7501,MCF7,0.298,0.885
ZINC38659840,LSM-3293,RO 90-7501,MCF7,0.298,0.885
ZINC51347640,LSM-4900,Hydroxyprogesterone Caproate,HA1E,0.29,0.885
ZINC51347646,LSM-4900,Hydroxyprogesterone Caproate,HA1E,0.29,0.885
ZINC06813967,LSM-4899,ST014147,VCAP,0.285,0.885
ZINC06813967,LSM-4899,ST014147,VCAP,0.285,0.885
ZINC39916281,LSM-4899,ST014147,VCAP,0.285,0.885
ZINC38688357,LSM-37184,Alisertib,MCF7,0.284,0.885
ZINC07455643,LSM-43274,BIBR-1532,HEPG2,0.283,0.885
ZINC00863690,LSM-4597,AC1LPBDT,SKB,0.26,0.885
ZINC52566219,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.885
ZINC39914722,LSM-1194,TIE2 Kinase Inhibitor,NEU,0.244,0.885
ZINC01409516,LSM-3219,Ntzdpa,A549,0.244,0.885
ZINC08455910,LSM-2263,MLS002699918,PC3,0.241,0.885
ZINC51331079,LSM-4695,ZINC04126477,HT29,0.232,0.885
ZINC38704938,LSM-2332,MLS003568132,A549,0.23,0.885
ZINC18329694,LSM-2332,MLS003568132,A549,0.23,0.885
ZINC39916352,LSM-2332,MLS003568132,A549,0.23,0.885
ZINC39916353,LSM-2332,MLS003568132,A549,0.23,0.885
ZINC02398786,LSM-45297,Deferasirox,MCF7,0.216,0.885
ZINC08412470,LSM-45360,,VCAP,0.179,0.885
ZINC67293273,LSM-45360,,VCAP,0.179,0.885
ZINC00908487,LSM-5732,Ispinesib,NEU,0.17,0.885
ZINC38682902,LSM-45952,"Dihydroorotate Dehydrogenase Inhibitor, Brequinar",MCF7,0.168,0.885
ZINC14961691,LSM-1045,A-443654,A549,0.376,0.884
ZINC08291262,LSM-1957,MLS001060823,MCF7,0.343,0.884
ZINC40562324,LSM-1576,MLS000572607,HEPG2,0.319,0.884
ZINC63743654,LSM-45329,THZ-2-98-01,MDAMB231,0.314,0.884
ZINC02232392,LSM-2299,Fast Scarlet,A549,0.314,0.884
ZINC03991118,LSM-4203,VU0418000-1,VCAP,0.305,0.884
ZINC46901875,LSM-6242,Quiflapon,RMUGS,0.294,0.884
ZINC00151000,LSM-42879,MEK1/2 Inhibitor,HCC515,0.288,0.884
ZINC26957665,LSM-1135,Linsitinib,SKBR3,0.287,0.884
ZINC38943034,LSM-6331,PFI-1,HCC515,0.286,0.884
ZINC08636933,LSM-42888,MLS001163538,VCAP,0.271,0.884
ZINC38966239,LSM-5998,Pilaralisib,YAPC,0.27,0.884
ZINC16249537,LSM-4563,172985-18-1,A549,0.267,0.884
ZINC27400506,LSM-45755,Docosanoic acid,HELA,0.263,0.884
ZINC44525955,LSM-45755,Docosanoic acid,HELA,0.263,0.884
ZINC04600176,LSM-45755,Docosanoic acid,HELA,0.263,0.884
ZINC34997521,LSM-45755,Docosanoic acid,HELA,0.263,0.884
ZINC08812192,LSM-45755,Docosanoic acid,HELA,0.263,0.884
ZINC45574272,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.884
ZINC38653730,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.884
ZINC39918706,LSM-3219,Ntzdpa,A549,0.244,0.884
ZINC18067485,LSM-43139,MLS000709026,SKMEL1,0.242,0.884
ZINC12625684,LSM-15379,SR-2640,MCF7,0.238,0.884
ZINC05605184,LSM-6469,BAS 01078354,HA1E,0.228,0.884
ZINC38682758,LSM-2159,AC1N2OI5,A375,0.222,0.884
ZINC40372773,LSM-29356,CHEMBL2142877,PC3,0.212,0.884
ZINC03285874,LSM-36373,PH-797804,HT29,0.195,0.884
ZINC00623313,LSM-6516,AC1N39OF,VCAP,0.174,0.884
ZINC38684920,LSM-45952,"Dihydroorotate Dehydrogenase Inhibitor, Brequinar",MCF7,0.168,0.884
ZINC13590837,LSM-5344,Mocetinostat,PC3,0.374,0.883
ZINC13590837,LSM-5344,Mocetinostat,PC3,0.374,0.883
ZINC30781735,LSM-42945,AC1OKTU0,HT29,0.354,0.883
ZINC01837812,LSM-1201,NVP-BHG712,PC3,0.345,0.883
CHEMBL179074,LSM-42796,Pelitinib,MCF10A,0.29,0.883
CHEMBL179074,LSM-42796,Pelitinib,MCF10A,0.29,0.883
CHEMBL179074,LSM-42796,Pelitinib,MCF10A,0.29,0.883
ZINC06443210,LSM-4597,AC1LPBDT,SKB,0.26,0.883
ZINC21246986,LSM-4706,F1566-0341,NEU,0.257,0.883
ZINC14018975,LSM-4706,F1566-0341,NEU,0.257,0.883
ZINC09454401,LSM-2263,MLS002699918,PC3,0.241,0.883
ZINC38683617,LSM-1188,BCPP000194,PC3,0.235,0.883
ZINC01623266,LSM-2332,MLS003568132,A549,0.23,0.883
ZINC17243627,LSM-2332,MLS003568132,A549,0.23,0.883
ZINC12485330,LSM-2332,MLS003568132,A549,0.23,0.883
ZINC28054835,LSM-45297,Deferasirox,MCF7,0.216,0.883
ZINC01082027,LSM-42930,SYK Inhibitor,HCC515,0.329,0.882
ZINC03536290,LSM-43103,ZINC06431970,VCAP,0.326,0.882
ZINC39672720,LSM-2586,Pipamperone,HCC515,0.325,0.882
ZINC39660255,LSM-2586,Pipamperone,HCC515,0.325,0.882
ZINC02128267,LSM-1576,MLS000572607,HEPG2,0.319,0.882
ZINC13810881,LSM-2978,ML228,NPC,0.318,0.882
ZINC06023156,LSM-5371,Lithocholic acid,MCF7,0.301,0.882
ZINC04369786,LSM-5371,Lithocholic acid,MCF7,0.301,0.882
ZINC04293015,LSM-5371,Lithocholic acid,MCF7,0.301,0.882
ZINC34171097,LSM-5371,Lithocholic acid,MCF7,0.301,0.882
ZINC39942111,LSM-5371,Lithocholic acid,MCF7,0.301,0.882
ZINC13298383,LSM-5371,Lithocholic acid,MCF7,0.301,0.882
ZINC13450202,LSM-43191,Axitinib,HA1E,0.3,0.882
ZINC50186702,LSM-1136,TPCA-1,MDAMB231,0.297,0.882
ZINC19354043,LSM-2987,MLS002454457,MCF7,0.277,0.882
ZINC16769696,LSM-4597,AC1LPBDT,SKB,0.26,0.882
ZINC13858083,LSM-1164,CHEMBL3182395,ASC,0.259,0.882
ZINC13351494,LSM-45387,,MCF7,0.258,0.882
ZINC37350419,LSM-42780,GSK-3 Inhibitor IX,MCF10A,0.258,0.882
ZINC59262769,LSM-4522,STK139544,ASC,0.257,0.882
ZINC63258757,LSM-42689,Fcodpguefhccia-Uhfffaoysa-N,RMUGS,0.251,0.882
ZINC63494958,LSM-1681,MLS002276542,HCC515,0.251,0.882
ZINC00759064,LSM-3498,SB-431542,PC3,0.245,0.882
ZINC42267812,LSM-1664,SPECTRUM_001418,HCC515,0.238,0.882
ZINC36493839,LSM-1547,MLS002607805,VCAP,0.231,0.882
CHEMBL431977,LSM-43248,HG6-64-1,MCF10A,0.23,0.882
CHEMBL431977,LSM-43248,HG6-64-1,MCF10A,0.23,0.882
ZINC02396428,LSM-4554,F0605-0375,HA1E,0.23,0.882
ZINC33793365,LSM-2332,MLS003568132,A549,0.23,0.882
ZINC00856070,LSM-42868,MLS-0091943.0001,HEPG2,0.229,0.882
ZINC32754975,LSM-5330,GW501516,MCF7,0.213,0.882
ZINC62840278,LSM-3873,"7-Bromo-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazoline",A549,0.205,0.882
ZINC24709199,LSM-5381,Neurodazine,MCF7,0.201,0.882
ZINC36052093,LSM-5381,Neurodazine,MCF7,0.201,0.882
ZINC40305398,LSM-4502,ST012030,NPC,0.198,0.882
ZINC08956099,LSM-1444,ML224,HCC515,0.196,0.882
ZINC35590218,LSM-1357,OPREA1_214521,PC3,0.195,0.882
ZINC39324480,LSM-1691,MLS-0351016.0001,MCF7,0.182,0.882
ZINC64920281,LSM-5616,Flupirtine,A549,0.167,0.882
ZINC04134351,LSM-3210,Robustic acid,VCAP,0.34,0.881
ZINC33707542,LSM-1057,MK-2206,A549,0.326,0.881
ZINC00063775,LSM-5669,Clofazimine,HT29,0.323,0.881
ZINC07345932,LSM-2249,AD-193/42475508,HT29,0.318,0.881
ZINC59262196,LSM-2644,Ebselen,PC3,0.3,0.881
ZINC06753022,LSM-4899,ST014147,VCAP,0.285,0.881
ZINC05646191,LSM-43087,ST072947,NPC,0.284,0.881
ZINC06829396,LSM-5184,Bifonazole,HT29,0.267,0.881
ZINC60275240,LSM-45755,Docosanoic acid,HELA,0.263,0.881
ZINC13202166,LSM-4850,MLS000583375,A549,0.257,0.881
ZINC03634558,LSM-6420,AC1MFIS3,NPC,0.256,0.881
ZINC04760026,LSM-5712,"24(S),25-epoxycholesterol",PC3,0.252,0.881
CHEMBL461114,LSM-3219,Ntzdpa,A549,0.244,0.881
ZINC04747293,LSM-4863,MLS-0315872.0001,VCAP,0.237,0.881
ZINC15770415,LSM-1786,MLS002264403,A549,0.229,0.881
ZINC19286471,LSM-36681,ST004815,HUH7,0.207,0.881
ZINC09169092,LSM-2518,CHEMBL1358228,A549,0.195,0.881
ZINC50712091,LSM-45309,"2-(4-chlorophenyl)-3-(2-methoxyphenyl)hexahydro-1H-pyrrolo[1,2-c]imidazol-1-one",CD34,0.194,0.881
ZINC16662227,LSM-2596,CHEMBL1271221,A549,0.174,0.881
ZINC40033293,LSM-45674,XL-147,A375,0.173,0.881
ZINC59170463,LSM-45674,XL-147,A375,0.173,0.881
ZINC20323691,LSM-45674,XL-147,A375,0.173,0.881
ZINC31935093,LSM-3925,MLS001065900,MCF7,0.171,0.881
ZINC15675925,LSM-37884,BRD-K11932360,A549,0.167,0.881
ZINC33031508,LSM-37884,BRD-K11932360,A549,0.167,0.881
ZINC44884980,LSM-2415,MLS000581978,A549,0.393,0.88
ZINC30850407,LSM-2415,MLS000581978,A549,0.393,0.88
ZINC09412111,LSM-3971,NONOXYNOL 9,SKB,0.349,0.88
ZINC06443501,LSM-1201,NVP-BHG712,PC3,0.345,0.88
ZINC39596585,LSM-2586,Pipamperone,HCC515,0.325,0.88
ZINC39665871,LSM-2586,Pipamperone,HCC515,0.325,0.88
ZINC39665868,LSM-2586,Pipamperone,HCC515,0.325,0.88
ZINC15835471,LSM-3644,MLS002276465,HA1E,0.29,0.88
ZINC06816445,LSM-3644,MLS002276465,HA1E,0.29,0.88
ZINC59183894,LSM-3244,SMR000047763,VCAP,0.282,0.88
ZINC50845407,LSM-5303,XAV 939,SW620,0.273,0.88
ZINC07043241,LSM-45467,CX-4945 (Silmitasertib),YAPC,0.271,0.88
ZINC20558653,LSM-1174,SAR245409,ASC.C,0.264,0.88
ZINC05833639,LSM-2824,Kenpaullone,PHH,0.259,0.88
ZINC44269549,LSM-2824,Kenpaullone,PHH,0.259,0.88
